STNID,LATITUDE,LONGITUDE
725208-04855,40.616,-83.06700000000001
725214-04849,41.346000000000004,-82.179
725216-04842,40.873,-81.889
725217-53855,39.361000000000004,-84.521
725224-04852,40.47,-81.422
725229-04858,40.026,-82.46300000000001
725235-04720,42.15,-79.25
725245-04853,41.526,-81.669
725247-04805,41.567,-81.483
725254-04851,41.336,-84.429
725256-04857,41.779,-80.697
725292-14976,41.709,-92.735
725305-94892,41.896,-88.251
725314-03960,38.564,-90.149
725315-94870,40.032000000000004,-88.275
725316-03887,39.831,-88.872
725317-53802,39.474000000000004,-88.272
725326-04894,41.743,-89.676
725327-04846,41.454,-86.998
725335-94833,40.65,-86.15
725336-94895,40.235,-85.394
725337-04807,41.617,-87.417
725342-13809,38.76,-87.599
725347-14880,42.425000000000004,-87.863
725348-04831,41.604,-88.08500000000001
725354-04806,41.717,-85.983
725373-54819,42.099000000000004,-83.161
725374-94889,42.224000000000004,-83.74
725378-04887,42.629,-83.984
725383-54827,41.817,-85.433
725384-04888,42.911,-82.529
725386-94898,44.022,-82.793
725387-94899,47.467,-87.875
725394-04839,42.746,-86.09700000000001
725404-04847,41.868,-84.07900000000001
725405-54816,43.322,-84.688
725406-54817,43.78,-82.986
725407-04854,45.017,-84.68900000000001
725408-04881,45.983000000000004,-86.183
725409-04882,41.921,-84.586
725414-04886,41.933,-85.053
725415-54821,42.251,-84.956
725416-14864,43.717,-85.5
725417-54822,42.566,-84.433
725418-54823,41.94,-83.435
725424-04885,43.622,-84.737
725434-54789,41.137,-75.377
725453-14930,41.407000000000004,-95.047
725454-04903,41.276,-91.673
725456-04921,40.46,-91.428
725457-04904,43.078,-94.272
725458-04907,42.742000000000004,-93.759
725461-94988,42.111000000000004,-92.916
725463-14966,43.073,-92.611
725464-04977,41.674,-93.022
725466-04938,41.691,-93.566
725467-04973,40.751,-95.413
725468-04910,42.046,-94.789
725469-04913,41.019,-93.35900000000001
725472-94989,41.99,-93.619
725473-94979,41.833,-90.333
725474-04915,41.007,-94.363
725475-04953,42.224000000000004,-91.166
725476-04916,43.275,-91.739
725477-04917,41.986000000000004,-95.381
725478-04920,42.436,-93.869
725479-04937,40.722,-95.026
725483-04930,40.659,-91.327
725484-04942,42.778,-96.194
725486-04906,42.049,-93.848
725487-04950,41.367,-91.15
725488-04955,42.681,-91.974
725489-04959,42.99,-96.063
725490-94933,42.550000000000004,-94.183
725493-04962,41.299,-93.114
725494-04966,41.01,-95.26
725495-04975,43.208,-95.833
725496-04976,42.597,-95.241
725497-04908,41.259,-95.76
725498-94998,41.7,-94.917
725499-94991,40.631,-93.9
725512-14989,40.894,-97.626
725513-04901,40.893,-97.997
725514-03757,38.142,-76.429
725515-94947,40.301,-96.754
725524-94958,41.623,-98.949
725525-94949,40.6,-98.426
725526-14905,40.733000000000004,-99
725527-94978,41.763,-96.18
725541-04993,40.606,-95.864
725555-94946,41.437,-99.639
725556-94975,42.577,-100.001
725564-04924,41.449,-96.52
725565-94951,41.448,-97.343
725566-04957,42.47,-98.688
725621-94063,41.119,-101.768
725625-94040,40.204,-100.59
725628-04935,40.45,-99.339
725635-24044,42.057,-102.802
725665-94073,41.189,-103.671
725686-94057,42.796,-105.38
725700-24046,40.493,-107.524
725705-94030,40.443,-109.513
725715-94025,40.481,-107.218
725717-03016,39.528,-107.72
725724-24174,40.219,-111.723
725763-94053,42.061,-104.158
725776-24166,43.6,-110.733
725784-04109,46.144,-115.596
725824-03170,39.601,-116.006
725827-94190,41.636,-115.802
725846-93201,39.32,-120.139
725865-94161,43.5,-114.3
725866-94178,42.478,-114.477
725868-94184,42.65,-111.583
725940-24213,40.81,-124.16
725958-94299,41.484,-120.562
725976-94285,42.167,-120.4
726055-04743,43.083,-70.81700000000001
726056-54791,43.279,-70.924
726064-64709,43.394,-70.708
726073-14615,44.533,-69.667
726077-14616,44.45,-68.367
726079-94601,44.067,-69.10000000000001
726083-04836,47.285000000000004,-68.307
726114-54771,44.533,-72.615
726115-54740,43.342,-72.521
726130-14755,44.27,-71.303
726155-54736,43.567,-71.433
726160-94700,44.576,-71.178
726163-54770,42.807,-72.001
726165-94721,42.9,-72.267
726166-54781,42.891,-73.247
726183-54772,43.99,-70.95
726184-94709,44.050000000000004,-70.283
726190-94626,45.462,-69.596
726228-94740,44.393,-74.203
726284-94836,46.35,-87.4
726355-94871,42.129,-86.415
726357-94815,42.228,-85.546
726375-94817,42.663000000000004,-83.41
726385-94894,44.267,-86.25
726394-04874,46.311,-85.45700000000001
726404-04865,45.928000000000004,-89.73100000000001
726409-04897,43.041000000000004,-88.237
726413-04875,43.417,-88.133
726414-04873,42.615,-89.59100000000001
726415-94854,42.617000000000004,-89.033
726417-54911,45.101,-90.303
726418-54912,45.308,-92.69
726419-94929,46.547000000000004,-90.918
726424-94818,42.759,-87.818
726425-04841,43.775,-87.849
726426-04895,44.550000000000004,-89.533
726427-54908,46.689,-92.09400000000001
726437-94940,43.967,-90.733
726438-94994,43.156,-90.678
726444-04963,43.019,-91.124
726449-04891,45.199,-89.711
726452-04826,44.359,-89.837
726455-94897,44.133,-87.667
726456-94855,43.987,-88.556
726457-04825,44.267,-88.517
726458-04824,44.85,-87.417
726464-54834,43.167,-88.717
726465-94890,44.783,-89.667
726466-54917,45.228,-96.007
726467-54909,45.419000000000004,-91.773
726468-54913,45.709,-90.402
726480-94853,45.733000000000004,-87.083
726498-04925,41.053000000000004,-91.979
726499-94971,43.401,-94.748
726500-14972,43.168,-95.21000000000001
726502-54832,44.614000000000004,-88.73100000000001
726503-54833,43.522,-89.774
726504-54838,45.932,-89.269
726505-04845,42.595,-87.938
726507-54907,42.887,-90.236
726508-94973,46.03,-91.443
726509-04898,43.426,-88.703
726515-94902,44.300000000000004,-96.8
726517-94039,43.026,-102.52
726518-94990,43.389,-99.843
726519-94993,45.669000000000004,-96.992
726525-94911,42.879,-97.364
726530-94943,43.767,-99.318
726539-94056,45.033,-102.02
726544-04958,48.016,-92.85600000000001
726545-94950,43.774,-98.038
726547-04931,45.644,-95.32000000000001
726548-04971,48.941,-95.348
726549-54905,47.822,-92.68900000000001
726553-04951,44.969,-95.71000000000001
726554-54906,43.986000000000004,-94.558
726555-94938,46.402,-94.127
726558-04914,46.703,-92.504
726559-94976,44.45,-95.81700000000001
726560-94966,46.283,-96.15
726561-94997,46.447,-95.212
726562-04943,44.628,-93.22800000000001
726563-94969,44.333,-93.31700000000001
726564-04967,44.589,-92.485
726565-04948,45.566,-95.968
726566-04965,43.983000000000004,-96.3
726567-04980,44.319,-94.502
726568-04961,44.123,-93.261
726569-04933,44.859,-94.382
726574-94985,44.638,-90.188
726575-94960,45.062,-93.351
726577-94974,45.15,-93.217
726578-04944,45.949,-94.34700000000001
726579-94963,44.832,-93.471
726583-04941,45.147,-94.507
726585-14954,44.217,-93.917
726586-94948,43.65,-94.417
726587-94927,43.645,-95.58
726588-04956,44.077,-91.708
726589-94968,43.683,-93.367
726593-04946,43.65,-94.986
726596-04978,44.018,-92.831
726603-04974,44.857,-93.033
726626-04864,45.154,-89.111
726650-94023,44.34,-105.542
726654-94054,44.381,-106.72
726667-24048,44.517,-108.075
726676-24087,47.133,-104.8
726679-04969,45.698,-92.953
726682-54914,45.56,-93.608
726685-94052,45.550000000000004,-100.409
726700-24045,44.517,-109.017
726763-24198,44.65,-111.10000000000001
726764-94163,44.683,-111.117
726777-94055,46.352000000000004,-104.261
726813-94195,43.65,-116.633
726816-04110,42.727000000000004,-114.455
726836-04201,45.769,-122.864
726839-94196,44.404,-118.96300000000001
726865-24196,45.117000000000004,-113.883
726881-94273,45.196,-123.134
726883-04113,45.826,-119.261
726945-24202,44.5,-123.283
726959-94281,45.247,-122.771
726985-24242,45.551,-122.41
726986-94261,45.548,-122.956
726987-94204,45.683,-121.883
727119-94605,46.617000000000004,-69.533
727135-94623,43.964,-69.711
727344-04869,46.25,-84.467
727415-04803,45.631,-89.482
727417-54825,45.407000000000004,-83.813
727434-04870,45.305,-85.275
727435-54820,45.865,-84.637
727436-04863,44.986000000000004,-85.203
727437-94893,45.813,-88.113
727444-04979,47.049,-91.745
727445-94926,46.533,-90.133
727449-04954,46.419000000000004,-92.804
727452-04912,47.842,-96.621
727454-04911,47.838,-90.383
727456-04919,46.722,-92.043
727457-94962,46.833,-95.883
727458-94919,47.211,-93.51
727459-94964,47.817,-91.833
727466-04918,44.986000000000004,-96.043
727467-04926,49.318,-94.903
727468-04928,47.783,-93.65
727469-94992,47.745,-90.346
727473-94977,48.267,-92.483
727474-04923,47.424,-92.498
727475-04940,45.886,-93.272
727477-04970,48.856,-95.697
727478-04934,48.753,-96.943
727486-04983,48.154,-94.517
727497-04984,46.99,-94.20400000000001
727503-04909,45.559,-93.265
727504-94999,46.548,-93.677
727505-04929,47.593,-95.775
727506-04952,43.913000000000004,-95.10900000000001
727507-54904,45.332,-95.651
727508-54915,46.725,-94.382
727514-54910,46.381,-94.806
727515-04982,45.306000000000004,-96.424
727517-04932,44.756,-94.081
727533-04922,45.78,-96.545
727550-14958,47.5,-94.933
727555-94956,48.067,-96.183
727556-04905,47.249,-91.416
727566-04902,43.665,-92.933
727573-94928,48.117000000000004,-98.9
727584-94038,46.011,-102.652
727677-94041,47.646,-101.441
727684-94051,47.326,-106.949
727686-94017,48.094,-105.578
727687-94028,47.717,-104.183
727834-24136,47.767,-116.81700000000001
727840-94187,46.567,-119.60000000000001
727854-94119,47.974000000000004,-117.428
727856-94176,47.686,-117.321
727857-94129,46.744,-117.116
727885-94266,48.122,-123.507
727890-94197,48.461,-119.521
727918-94298,45.621,-122.654
727926-24241,46.483000000000004,-122.81700000000001
727928-94263,47.483000000000004,-122.767
727934-94248,47.495,-122.214
727937-24222,47.923,-122.283
727938-94274,47.267,-122.57600000000001
727945-04205,48.161,-122.159
727985-94276,48.52,-123.026
740001-54793,41.199,-74.626
740002-03042,37.5,-105.167
740030-24103,40.183,-112.933
742077-03763,36.437,-79.851
742078-64773,43.779,-71.754
742079-63876,38.915,-82.099
742513-53937,33.942,-96.394
743700-14715,44.050000000000004,-75.733
743946-54754,42.783,-71.517
744104-14763,42.427,-73.289
744652-53897,37.811,-88.549
744653-63814,38.149,-89.699
744655-04808,41.771,-88.48100000000001
744656-53891,38.379,-88.413
744657-53887,38.515,-89.092
744658-53889,38.665,-88.453
744659-53822,38.722,-88.176
744662-63817,39.534,-89.328
744663-53950,39.639,-90.778
744665-04838,42.121,-87.905
744666-53944,39.78,-90.238
744672-04862,40.158,-89.33500000000001
744864-54787,40.734,-73.416
744904-94723,42.712,-71.126
745046-93242,36.985,-120.111
745048-93210,39.494,-121.622
745056-53120,33.038000000000004,-116.916
745057-53130,34.259,-118.413
745058-23277,36.939,-121.79
745430-93978,37.702,-98.747
745431-03998,37.328,-95.504
745946-93786,38.309,-75.123
745966-03726,39.008,-74.908
745985-63806,36.631,-80.018
746110-03182,35.283,-116.633
746925-03741,35.57,-77.05
746929-03702,35,-77.982
746935-03709,35.654,-79.895
746936-03712,35.379,-78.734
746939-93785,35.933,-79.06400000000001
746940-03708,35.46,-77.965
747185-03144,32.835,-115.577
747186-03164,32.626,-116.468
747320-23002,32.85,-106.10000000000001
747335-03059,30.586000000000002,-100.649
747355-53997,31.917,-98.60000000000001
747540-93915,31.335,-92.558
747804-13824,32.017,-81.133
747805-63818,32.483000000000004,-81.737
747806-63809,32.955,-84.264
747807-03821,33.017,-85.06700000000001
747808-63803,33.980000000000004,-83.96300000000001
747809-03832,33.983000000000004,-83.668
747810-13857,30.967000000000002,-83.2
747812-63813,34.013,-84.599
747946-12886,28.617,-80.683
785140-11603,18.495,-67.129
911780-22551,21.306,-158.066
911860-22534,21.154,-157.096
911904-22552,20.963,-156.675
911905-22524,20.79,-156.949
911975-21510,19.738,-156.048
911977-21508,19.76,-155.554
990920-99999,9.200000000000001,101.4
999999-03072,32.041000000000004,-100.25
999999-03755,39.58,-79.339
999999-03761,39.859,-75.786
999999-04134,40.160000000000004,-113.351
999999-04236,44.419000000000004,-123.32600000000001
999999-04237,47.514,-123.812
999999-13752,38.991,-76.489
999999-23904,35.82,-91.781
999999-54851,40.367,-81.783
999999-63862,34.565,-85.617
999999-63866,34.334,-86.316
999999-63867,34.195,-86.796
999999-63868,34.660000000000004,-87.346
999999-63869,30.549,-87.876
999999-63871,30.843,-85.604
999999-63895,34.454,-87.71000000000001
999999-63896,34.694,-86
999999-93816,39.07,-88.533
999999-94084,48.968,-102.17
999999-94085,44.019,-100.35300000000001
A00002-53928,30.219,-96.374
A00003-63844,35.223,-83.419
A00004-53929,34.147,-97.123
A00005-94076,40.054,-106.369
A00008-12978,29.908,-96.95
A00009-53862,30.072,-83.574
A00011-63848,34.311,-84.424
A00012-63879,38.687,-80.652
A00013-63847,34.474000000000004,-85.721
A00014-03053,31.883,-106.717
A00017-04868,41.019,-89.386
A00019-53969,34.226,-99.284
A00021-63884,37.601,-81.559
A00022-53995,30.131,-93.376
A00031-03725,38.994,-79.144
A00032-25715,52.22,-174.20600000000002
703925-00112,59.733000000000004,-157.267
703926-99999,56.933,-154.183
720165-99999,34.264,-116.854
720254-00119,46.683,-122.983
720334-93764,39.167,-77.167
720339-00121,32.15,-111.167
720383-53847,30.697,-87.021
720384-00124,38.967,-76.333
720385-00419,39.800000000000004,-105.766
720386-00125,45.117000000000004,-95.133
720387-99999,32.767,-103.217
720388-00469,47.104,-122.287
720389-99999,38.317,-76.55
720391-00127,28.35,-97.717
720392-00128,31.056,-82.767
720393-00129,34.85,-102.333
720395-00130,28.95,-98.517
720396-99999,27.913,-97.212
720397-00131,39.217,-82.233
720398-99999,44.042,-89.304
720401-00133,35.6,-92.45
720402-99999,38.784,-93.803
720403-99999,33.858000000000004,-98.49000000000001
720404-00134,33.85,-98.483
720406-99999,38.15,-122.55
720407-00462,39.928000000000004,-74.292
720408-00136,39.983000000000004,-75.867
722216-99999,33.615,-81.084
722261-00360,27.267,-80.85000000000001
722297-99999,28.150000000000002,-93.35000000000001
722331-54941,42.471000000000004,-93.20700000000001
722367-00363,38.783,-93.8
722368-00364,35.550000000000004,-98.667
722369-00365,27.917,-97.2
722561-99999,31.638,-97.074
723425-00373,33.617,-92.767
725172-13762,36.701,-76.129
725196-64775,43.224000000000004,-75.396
725291-99999,38.97,-75.866
725293-99999,39.58,-79.339
725294-00383,35.017,-80.083
725296-99999,46.187,-103.428
726225-64776,44.639,-73.46300000000001
726720-24061,43.062,-108.447
997298-99999,38.317,-76.45
999999-03074,32.614,-106.741
999999-03724,39.608000000000004,-77.008
999999-03758,35.971000000000004,-79.093
999999-03759,37.998,-78.46600000000001
999999-04136,47.417,-117.526
999999-04137,45.158,-113.006
999999-04138,41.616,-112.544
999999-12946,27.7,-97.433
999999-22016,29.348,-103.209
999999-23906,28.305,-96.82300000000001
999999-23908,37.428,-94.583
999999-23909,37.634,-91.723
999999-53149,38.303,-111.294
999999-53150,37.759,-119.821
999999-54854,44.908,-84.72
999999-54932,46.114000000000004,-92.994
999999-54933,45.712,-99.13
999999-63891,32.852000000000004,-86.612
999999-63892,32.837,-88.137
999999-63893,32.717,-87.623
999999-63894,34.773,-87.64
999999-63897,32.335,-86.979
999999-63898,38.888,-86.571
999999-92826,25.900000000000002,-81.318
999999-92827,27.153000000000002,-81.369
999999-94088,44.517,-104.436
A00023-63890,30.35,-81.876
A00024-53848,30.512,-86.95400000000001
701196-00102,66.983,-160.433
704890-25616,53.895,-166.543
720399-99999,29.952,-81.98
720405-00436,41.412,-96.10900000000001
720411-00137,36.422000000000004,-105.29
720412-54943,41.828,-94.16
720413-00138,34.267,-87.60000000000001
720414-00139,40.333,-82.517
720415-00140,43.433,-86
720448-00144,37.578,-84.77
720492-00151,44.567,-72.017
720493-54758,44.883,-72.233
720494-00152,44.933,-73.10000000000001
720501-00155,37.85,-76.883
720541-53806,34.383,-89.55
720542-00166,30.5,-97.967
720543-00167,41.300000000000004,-85.06700000000001
720545-00169,41.384,-72.506
720575-99999,40.031,-86.251
720576-00174,38.533,-121.783
720577-00175,32.15,-94.85000000000001
720578-00176,32.717,-98.892
720579-99999,29.278000000000002,-103.687
720581-99999,40.617,-74.245
720582-99999,45.899,-94.874
720583-99999,44.997,-92.85600000000001
720584-00181,26.967000000000002,-99.25
720585-99999,45.986000000000004,-95.992
720586-00183,42.683,-90.45
720587-00184,29.976,-92.084
720592-00186,30.46,-87.877
720593-00187,41.333,-86.667
720594-00188,29.717000000000002,-95.383
722231-00357,31.666,-98.149
722239-53861,31.356,-85.751
722520-12907,27.533,-99.467
722691-00366,32.2,-81.87
722692-00367,38.586,-77.711
722813-53146,31.606,-110.428
723107-00371,33.587,-80.209
723675-93092,36.9,-106.583
724720-99999,37.617,-109.467
725171-99999,40.567,-75.483
726605-00386,44.483000000000004,-103.783
747917-00390,32.9,-79.783
994006-99999,26.400000000000002,-81.88
994007-99999,21.3,-157.87
994008-99999,28.12,-82.8
994009-99999,28.18,-82.78
994011-99999,46.208,-123.767
994012-99999,41.745,-124.183
994013-99999,48.863,-122.758
994014-99999,47.605000000000004,-122.33800000000001
994016-99999,37.807,-122.465
994021-99999,48.368,-124.617
994025-99999,48.112,-122.758
994026-99999,44.625,-124.043
994029-99999,46.708,-123.965
994031-99999,42.74,-124.497
994032-99999,43.345,-124.322
994033-99999,37.772,-122.298
994034-99999,38.057,-122.038
994036-99999,37.928,-122.4
994041-99999,37.507,-122.2
994044-99999,38.92,-123.7
994045-99999,29.73,-84.98
994046-99999,41.28,-70.10000000000001
994047-99999,30.400000000000002,-87.22
994062-99999,44.655,-87.902
994870-99999,27.6,-82.76
994973-99999,45.28,-86.98
994974-99999,45.2,-87.12
994975-99999,34.2,-76.67
994977-99999,29.27,-89.95
994979-99999,44.02,-83.53
997239-99999,28.87,-90.48
997258-99999,43.01,-82.42
997272-99999,40.639,-74.146
997273-99999,41.7,-71.17
997276-99999,38.97,-74.97
997277-99999,41.72,-71.33
997278-99999,41.800000000000004,-71.4
997279-99999,41.7,-71
997280-99999,40.800000000000004,-73.77
997281-99999,38.78,-75.12
997284-99999,41.28,-72.88
997285-99999,41.5,-71.32000000000001
997286-99999,39.93,-75
997287-99999,44.9,-66.98
997288-99999,41.58,-71.4
997290-99999,41.17,-73.18
997291-99999,28.12,-93.67
997292-99999,32.87,-117.25
997293-99999,41.550000000000004,-82.9
997294-99999,41.637,-71.339
997295-99999,41.68,-83.4
997296-99999,39.27,-76.57000000000001
997297-99999,38.57,-76.07000000000001
997299-99999,36.97,-76.12
997301-99999,32.03,-80.9
997302-99999,39.22,-76.52
997304-99999,37.980000000000004,-76.47
997305-99999,36.77,-76.3
997306-99999,33.65,-78.92
997307-99999,35.800000000000004,-75.53
997309-99999,38.32,-76.45
997310-99999,33.87,-78.5
997312-99999,39.2,-76.23
997313-99999,37.6,-75.68
997314-99999,38.87,-77.02
997315-99999,37.22,-76.48
997337-99999,29.768,-93.343
997338-99999,42,-87.5
997339-99999,41.730000000000004,-86.93
997340-99999,42.58,-87.8
997341-99999,43.230000000000004,-86.33
997342-99999,43.050000000000004,-87.88
997343-99999,42.4,-86.28
997344-99999,41.82,-83.18
997345-99999,27.97,-82.83
997346-99999,26.650000000000002,-81.87
997347-99999,30.67,-81.47
997348-99999,24.55,-81.8
997351-99999,26.12,-81.8
997352-99999,30.22,-85.88
997353-99999,27.75,-82.62
997354-99999,28.42,-80.58
997356-99999,24.72,-81.10000000000001
997358-99999,30.397000000000002,-81.43
997359-99999,45.067,-83.417
997360-99999,29.77,-90.42
997361-99999,29.48,-94.92
997363-99999,29.28,-94.78
997364-99999,29.3,-94.78
997365-99999,30.05,-90.37
997366-99999,27.580000000000002,-97.22
997368-99999,29.73,-93.87
997369-99999,26.05,-97.22
997370-99999,29.68,-94.98
997372-99999,39.9,-75.57000000000001
997379-99999,28.2,-117.35000000000001
997380-99999,51.870000000000005,-176.63
997381-99999,61.230000000000004,-149.88
997382-99999,60.68,-151.4
997383-99999,64.5,-165.42000000000002
997384-99999,20.900000000000002,-156.47
997385-99999,8.73,167.73
997386-99999,70.4,-148.52
997686-99999,32.33,-80.45
997687-99999,40.08,-74.88
997688-99999,38.22,-76.03
997689-99999,38.980000000000004,-75.10000000000001
997691-99999,36.93,-76.02
997692-99999,41.53,-81.63
997694-99999,39.58,-75.58
997695-99999,34.2,-77.83
997696-99999,47.92,-124.63000000000001
997698-99999,40.800000000000004,-74.75
997703-99999,28.92,-89.4
997704-99999,67.57000000000001,-164.65
997706-99999,45.550000000000004,-123.9
997707-99999,43.32,-70.55
997708-99999,37.25,-76.33
997709-99999,32.85,-79.7
997729-99999,29.35,-94.72
997731-99999,45.2,-85.55
997732-99999,47.27,-88.53
997733-99999,24.68,-82.77
997734-99999,37.92,-122.45
997735-99999,42.35,-87.82000000000001
997736-99999,43.38,-87.87
997737-99999,47.27,-91.08
997738-99999,46.57,-90.43
997739-99999,46.667,-85.967
997741-99999,44.45,-87.483
997743-99999,40.65,-74.06700000000001
997781-99999,38.717,-76.65
997782-99999,36.967,-76.417
997784-99999,30.650000000000002,-87.933
997785-99999,45.1,-87.583
997787-99999,41.65,-87.15
997788-99999,56,-134.133
997789-99999,58.967,-135.217
997792-99999,45.617000000000004,-86.65
997793-99999,46.083,-85.433
997794-99999,33.9,-78.15
997795-99999,46.867000000000004,-89.333
997796-99999,58.2,-134.133
997797-99999,58.4,-134.95
997798-99999,58.267,-134.433
997799-99999,58.167,-135.25
997801-99999,46.1,-122.95
997802-99999,44.050000000000004,-86.517
997803-99999,46.783,-91.383
997804-99999,58.2,-136.633
997982-99999,45.967,-85.867
997988-99999,46.817,-87.717
997989-99999,43.333,-78.717
997990-99999,32.55,-80.45
997991-99999,42.017,-73.917
997992-99999,29.783,-84.883
997993-99999,43.050000000000004,-70.833
997994-99999,38.767,-76.7
997995-99999,43.35,-124.31700000000001
997996-99999,42.467,-82.867
997997-99999,36.817,-121.733
997999-99999,41.85,-80.967
998000-99999,29.650000000000002,-81.217
998001-99999,41.4,-82.55
998002-99999,39.533,-74.45
998004-99999,41.633,-71.333
998005-99999,33.35,-79.183
998006-99999,34.15,-77.85000000000001
998007-99999,48.467,-122.467
998008-99999,26.033,-81.7
998009-99999,43.25,-77.583
998010-99999,31.417,-81.283
998011-99999,38.217,-122.017
998012-99999,42.1,-86.483
998013-99999,32.575,-117.127
998014-99999,41.583,-70.517
998015-99999,43.333,-70.55
998016-99999,30.417,-87.833
998017-99999,37.417,-76.717
998165-99999,28.133,-97.033
998166-99999,41.983000000000004,-80.55
998167-99999,59.6,-151.417
998168-99999,43.267,-79.06700000000001
998169-99999,39.083,-75.433
998173-99999,36.800000000000004,-121.783
998175-99999,35.167,-120.733
998176-99999,47.183,-88.233
998177-99999,34.1,-81.267
998178-99999,58.45,-135.883
998179-99999,41.383,-82.5
998180-99999,43.417,-82.533
998181-99999,29.55,-95.06700000000001
998187-99999,33.55,-80.5
998189-99999,28.933,-95.3
998192-99999,30.650000000000002,-88.05
998193-99999,21.433,-157.78300000000002
998194-99999,30.017,-90.117
998199-99999,30.150000000000002,-85.667
998203-99999,46.283,-84.2
998204-99999,46.917,-124.117
998205-99999,33.667,-82.2
998207-99999,28.650000000000002,-89.55
998208-99999,34.333,-80.7
998212-99999,27.767,-82.65
998216-99999,45.2,-87.35000000000001
998217-99999,29.45,-91.333
998218-99999,29.867,-89.667
998219-99999,30.317,-89.31700000000001
998226-99999,28.017,-97.05
998228-99999,27.667,-82.617
998231-99999,30.35,-88.56700000000001
998233-99999,30.233,-88.983
998234-99999,30.35,-89.083
998235-99999,43.067,-79.017
998238-99999,30.217000000000002,-88.5
998239-99999,30.333000000000002,-88.517
998242-99999,43.800000000000004,-83.717
999999-04139,41.848,-119.636
999999-04140,46.885,-110.29
999999-04141,43.272,-124.319
999999-23801,31.79,-86
999999-23802,31.881,-87.737
999999-23803,34.822,-89.435
999999-23907,30.622,-98.08500000000001
999999-53151,33.439,-117.19
999999-53152,34.414,-119.88
999999-53154,32.835,-114.188
999999-53155,35.755,-112.337
999999-54937,46.77,-99.47800000000001
999999-63899,31.145,-87.052
999999-73802,31.916,-86.312
999999-73803,33.572,-86.057
999999-93245,38.321,-123.075
701337-00103,65.617,-168.1
701338-99999,61.533,-165.583
701719-00490,66.888,-157.162
720479-00149,36.9,-94.017
720539-00165,37.283,-107.05
720589-00185,44.783,-88.55
720596-00189,34.300000000000004,-81.633
720597-00190,34.5,-81.95
720598-00191,33.183,-80.033
720599-00192,34.783,-81.2
720601-00193,33.65,-81.683
720602-00194,33.25,-81.383
720603-00195,34.283,-80.56700000000001
720604-00196,33.717,-79.85000000000001
720605-00197,34.717,-79.95
720606-99999,32.701,-80.003
720607-00199,34.717,-80.85000000000001
720608-00200,34.181,-79.33500000000001
720609-99999,32.921,-80.641
720611-00202,34,-80.367
720612-00203,32.412,-80.634
720613-00204,33.828,-79.122
720614-00205,38.909,-121.351
720615-00206,38.033,-120.417
720616-00207,36.533,-93.2
720617-00208,29.8,-95.9
720622-99999,33.602000000000004,-97.776
720623-99999,36.371,-82.173
720624-00211,44.016,-97.086
720625-00212,36.75,-97.35000000000001
720626-00213,35.883,-101.033
720626-99999,35.883,-101.033
720627-00214,35.283,-95.10000000000001
720628-00215,35.483000000000004,-97.81700000000001
720628-99999,35.483000000000004,-97.81700000000001
720629-00216,43.663000000000004,-84.261
720631-00217,34.617,-79.733
720631-99999,34.622,-79.734
720632-00218,33.063,-80.279
720633-00219,34.4,-80.117
720634-00220,34.315,-81.109
720635-00221,35.300000000000004,-112.2
720636-00222,38.35,-93.683
720636-99999,38.357,-93.684
720637-00223,29.5,-95.477
720638-00224,44.095,-121.2
720639-00225,30.533,-98.367
720643-54940,43.235,-93.624
720643-99999,43.233000000000004,-93.783
720644-99999,33.42,-112.686
720645-00227,38.717,-120.75
720646-00228,37.513,-122.501
720647-00229,31.106,-98.196
720648-00230,30.395,-97.56700000000001
720649-00231,36.33,-77.635
720651-00232,40.225,-83.352
720652-00433,38.356,-119.519
720652-99999,38.35,-119.517
720654-99999,36.404,-90.648
720655-00235,28.867,-82.56700000000001
720656-99999,43.114000000000004,-89.532
720657-99999,46.023,-92.895
720658-99999,45.707,-94.933
720659-00239,30.735,-101.203
720661-99999,42.938,-85.061
720663-99999,43.579,-90.913
720664-00242,28.083000000000002,-87.983
720664-99999,28.083000000000002,-87.983
720665-00243,27.2,-92.2
720665-99999,27.2,-92.2
720666-00244,28.6,-91.2
720666-99999,28.6,-91.2
720667-99999,28.217000000000002,-89.617
720668-00246,27.817,-94.31700000000001
720668-99999,27.817,-94.31700000000001
720669-00247,27.3,-93.533
720669-99999,27.3,-93.533
720672-00485,29.467000000000002,-81.206
722111-63847,34.474000000000004,-85.721
722274-54939,40.684,-92.901
722366-53865,30.343,-89.822
722654-23091,30.912,-102.917
722866-99999,34.095,-117.235
722928-00369,33.286,-117.456
723062-99999,35.017,-76.467
723126-99999,34.916000000000004,-81.95700000000001
723620-93040,34.067,-106.9
723756-00375,34.85,-111.783
723758-54928,45.497,-91.001
724029-93775,37.708,-77.434
724737-00377,28.817,-82.31700000000001
724973-93203,39.800000000000004,-121.85000000000001
725021-99999,30.356,-95.008
725253-00380,41.217,-81.25
725788-94182,44.889,-116.102
726134-54728,44.368,-71.545
747918-00391,33.317,-79.31700000000001
749171-00479,35.135,-118.43900000000001
749179-00392,36.9,-121.417
749230-00393,65.233,-166.35
994017-99999,40.767,-124.217
994018-99999,32.867,-117.258
994023-99999,35.177,-120.76
994028-99999,34.008,-118.5
997274-99999,41.52,-70.67
997282-99999,41.050000000000004,-71.97
997355-99999,25.73,-80.15
998171-99999,30.35,-88.417
998172-99999,56.050000000000004,-132.7
998191-99999,19.717,-155.05
998195-99999,21.95,-159.35
