STNID,LATITUDE,LONGITUDE
744989-14747,42.493,-79.276
745046-99999,36.987,-120.113
745048-99999,39.483000000000004,-121.617
745056-99999,33.039,-116.915
745057-99999,34.267,-118.417
745058-99999,36.933,-121.783
745944-93784,39.281,-76.611
745946-99999,38.317,-75.117
746934-99999,35.65,-79.9
747688-99999,30.467000000000002,-88.533
911649-99999,21.983,-159.333
999999-04854,45.013,-84.70100000000001
999999-53854,33.462,-80.858
999999-53867,33.971000000000004,-80.996
999999-93134,34.024,-118.291
690190-99999,32.417,-99.85000000000001
690524-99999,30.417,-86.667
691174-99999,39.467,-76.167
691324-99999,35.15,-78.9
691334-99999,41.050000000000004,-113.06700000000001
692784-99999,58.667,-156.65
693254-99999,30.417,-86.667
700300-99999,70.617,-159.85
700860-99999,70.133,-143.633
701210-99999,69.81700000000001,-162.917
701620-99999,69.367,-152.133
701940-99999,66.56700000000001,-145.267
702040-99999,63.767,-171.733
702070-99999,63.883,-160.8
702120-99999,61.783,-166.03300000000002
702312-99999,62.54,-153.617
702320-99999,61.583,-159.53300000000002
702460-99999,63.9,-152.267
702550-99999,61.967,-151.183
702600-99999,64.55,-149.083
702735-99999,61.2,-149.833
703430-99999,59.433,-146.333
703670-99999,58.425000000000004,-135.707
703860-99999,56.817,-132.967
703894-25367,55.582,-133.075
704540-99999,51.883,-176.65
722018-99999,34.633,-103.633
722026-99999,25.483,-80.383
722040-99999,28.1,-80.65
722053-99999,28.55,-81.333
722057-99999,28.767,-81.233
722104-99999,27.767,-82.633
722130-99999,31.25,-82.4
722160-99999,31.533,-84.183
722166-99999,30.783,-83.267
722175-99999,32.633,-83.60000000000001
722200-99999,29.733,-85.033
722235-99999,30.617,-88.06700000000001
722246-99999,30.650000000000002,-86.523
722250-99999,32.333,-85
722265-99999,32.383,-86.367
722267-99999,31.867,-86.017
722268-99999,31.317,-85.45
722269-99999,31.267,-85.7
722270-99999,33.917,-84.517
722286-99999,33.217,-87.60000000000001
722314-99999,30.033,-91.883
722315-99999,30.033,-90.017
722320-12884,29.333000000000002,-89.408
722356-99999,33.483000000000004,-90.983
722390-99999,31.033,-93.033
722404-99999,30.217000000000002,-93.15
722420-99999,29.3,-94.8
722436-99999,29.6,-95.167
722448-13972,32.359,-95.404
722484-53905,32.54,-93.746
722485-99999,32.5,-93.65
722505-99999,26.217000000000002,-97.65
722517-99999,27.733,-98.017
722520-99999,27.55,-99.467
722535-99999,29.383,-98.583
722536-99999,29.517,-98.267
722544-13958,30.321,-97.76
722570-99999,31.1,-97.717
722576-99999,31.067,-97.833
722615-99999,29.367,-100.783
722640-99999,30.367,-104.017
722678-99999,36.733000000000004,-104.5
722686-99999,34.383,-103.31700000000001
722688-99999,32.683,-103.217
722710-99999,33.233000000000004,-107.267
722720-99999,31.467000000000002,-109.60000000000001
722730-99999,31.583000000000002,-110.333
722745-99999,32.167,-110.883
722785-99999,33.533,-112.383
722786-99999,33.3,-111.65
722800-99999,32.65,-114.60000000000001
722860-99999,33.9,-117.25
722865-99999,34.067,-117.65
722867-99999,33.933,-116.967
722874-93134,34.024,-118.291
722880-99999,34.2,-118.35000000000001
722886-99999,34.21,-118.49000000000001
722890-99999,34.233000000000004,-118.06700000000001
722904-99999,32.567,-116.967
722910-99999,33.25,-119.45
722920-99999,33.4,-118.417
722925-99999,33.017,-118.583
722955-99999,33.803,-118.34
722975-99999,33.783,-118.05
722977-99999,33.667,-117.867
723030-99999,35.167,-79.033
723066-99999,35.333,-77.95
723067-99999,35.332,-77.609
723083-99999,36.698,-76.904
723086-93741,37.132,-76.494
723087-99999,37.133,-76.609
723105-99999,33.921,-80.801
723108-99999,34.61,-79.059
723119-99999,34.85,-82.35000000000001
723193-99999,36.133,-80.217
723200-99999,34.35,-85.167
723306-99999,33.65,-88.45
723347-99999,36,-89.4
723405-99999,34.917,-92.15
723408-99999,35.967,-89.933
723417-99999,34.167,-91.933
723445-99999,36,-94.167
723520-99999,34.65,-99.267
723540-99999,35.417,-97.383
723550-99999,34.6,-98.4
723570-99999,35.233000000000004,-97.45
723656-99999,35.617,-106.083
723658-99999,36.733000000000004,-108.217
723676-99999,35.183,-103.60000000000001
723810-99999,34.933,-117.9
723820-99999,34.633,-118.083
723927-99999,34.201,-119.20700000000001
724016-99999,38.133,-78.45
724037-99999,38.717,-77.183
724077-99999,41.017,-74.733
724084-99999,40.183,-74.117
724085-99999,40.082,-75.011
724088-99999,39.117,-75.467
724095-99999,40.267,-74.8
724096-99999,40.017,-74.583
724106-99999,36.567,-79.333
724116-99999,37.133,-80.683
724125-03859,37.298,-81.20400000000001
724235-99999,38.217,-85.65
724240-99999,37.9,-85.967
724275-99999,40.167,-80.65
724295-99999,39.833,-83.833
724296-99999,39.433,-83.8
724303-99999,41.033,-81.467
724338-99999,38.533,-89.833
724363-99999,39.25,-85.883
724373-99999,39.45,-87.3
724388-99999,41.533,-85.8
724454-99999,37.761,-90.429
724455-99999,40.083,-92.533
724457-99999,37.733000000000004,-92.133
724463-99999,39.117,-94.583
724466-99999,38.85,-94.55
724467-99999,38.717,-93.55
724475-99999,38.833,-94.883
724490-99999,39.767,-94.917
724505-99999,37.617,-97.267
724506-99999,38.067,-97.85000000000001
724515-99999,37.917,-100.717
724550-99999,39.1,-96.767
724556-99999,38.332,-96.191
724565-99999,38.95,-95.65
724665-99999,39.267,-103.667
724675-99999,39.633,-106.917
724680-99999,38.7,-104.767
724695-99999,39.7,-104.75
724698-99999,40.183,-103.217
724723-99999,37.583,-109.483
724735-99999,38.37,-110.72
724756-99999,37.7,-112.145
724836-99999,38.668,-121.401
724837-99999,39.133,-121.433
724839-99999,38.683,-121.583
724915-99999,36.583,-121.833
724927-23285,37.693,-121.815
724930-99999,37.75,-122.217
724935-93228,37.654,-122.11500000000001
724955-93227,38.208,-122.28
724957-23213,38.504,-122.811
725025-99999,40.85,-74.05
725033-94728,40.779,-73.96900000000001
725036-99999,41.617,-73.883
725038-99999,41.5,-74.10000000000001
725045-99999,41.25,-72.883
725046-99999,41.317,-72.033
725058-99999,41.167,-71.56700000000001
725063-99999,41.25,-70.05
725085-99999,42.567,-72.283
725087-99999,41.733000000000004,-72.65
725103-99999,40.367,-75.967
725105-99999,40.817,-76.867
725107-99999,42.554,-71.759
725118-99999,40.217,-76.85000000000001
725125-99999,41.167,-78.9
725127-99999,40.317,-78.833
725156-99999,42.15,-76.883
725205-99999,40.35,-79.917
725267-99999,41.378,-79.86
725287-99999,43.1,-78.933
725346-99999,41.867,-87.60000000000001
725376-99999,42.233000000000004,-83.517
725377-99999,42.6,-82.833
725396-99999,42.300000000000004,-85.25
725462-99999,41.639,-91.547
725533-94957,40.079,-95.589
725540-99999,41.117,-95.9
725610-99999,41.1,-102.983
725626-99999,40.509,-101.621
725636-99999,42.833,-103.10000000000001
725750-99999,41.2,-112.017
725755-99999,41.117,-111.967
725765-99999,43.067,-108.467
725775-99999,41.267,-111.033
725786-99999,42.167,-112.297
725810-99999,40.733000000000004,-114.033
725835-99999,40.6,-116.867
725847-93230,38.898,-119.99600000000001
725869-99999,42.32,-113.33
725895-99999,42.15,-121.733
725905-99999,39.117,-123.2
725946-99999,41.767,-124.233
725955-99999,41.783,-122.467
725957-99999,41.317,-122.31700000000001
725985-99999,42.050000000000004,-124.28
726116-99999,43.617000000000004,-72.3
726196-99999,45.65,-68.683
726384-99999,44.283,-85.417
726395-99999,44.45,-83.4
726405-99999,43.117000000000004,-88.033
726416-99999,43.217,-90.183
726436-99999,43.933,-90.25
726516-99999,44.050000000000004,-101.60000000000001
726556-14992,44.548,-95.08
726576-99999,45.116,-95.089
726584-99999,44.933,-93.05
726625-99999,44.133,-103.10000000000001
726665-24062,43.965,-107.95
726815-99999,43.050000000000004,-115.867
726817-99999,47.45,-115.667
726837-99999,44.017,-117.017
726884-99999,45.283,-118
726904-99999,43.233000000000004,-123.35000000000001
726917-99999,43.417,-124.233
726958-99999,44.583,-124.05
727033-14609,46.118,-67.793
727130-99999,46.683,-68.05
727575-99999,47.95,-97.4
727675-99999,48.417,-101.35000000000001
727735-99999,46.67,-113.15
727825-94239,47.397,-120.20100000000001
727827-99999,47.2,-119.31700000000001
727845-99999,46.267,-119.117
727855-99999,47.617000000000004,-117.65
727883-99999,47.033,-120.531
727924-99999,46.118,-122.898
727935-99999,47.517,-122.3
742060-99999,47.133,-122.483
742070-99999,47.133,-122.60000000000001
743945-99999,42.933,-71.433
744865-99999,40.85,-72.617
744907-14753,42.212,-71.114
744910-99999,42.2,-72.533
744915-99999,42.15,-72.717
744989-99999,42.493,-79.272
744994-99999,42.85,-73.917
745090-99999,37.417,-122.05
745160-99999,38.267,-121.95
745310-99999,38.967,-104.81700000000001
745700-99999,39.833,-84.05
745940-99999,38.817,-76.85000000000001
745980-99999,37.083,-76.35000000000001
746140-99999,36.533,-115.9
746710-99999,36.667,-87.5
746930-99999,35.133,-78.933
747240-99999,32.883,-112.717
747540-99999,31.317,-92.55
747686-99999,30.417,-88.917
747750-99999,30.067,-85.583
747770-99999,30.417,-86.683
747880-99999,27.85,-82.5
747900-99999,33.967,-80.483
747910-99999,33.683,-78.933
747915-99999,33.817,-78.717
747950-99999,28.233,-80.60000000000001
911630-99999,21.900000000000002,-159.6
911700-99999,21.483,-158.03300000000002
911780-99999,21.317,-158.067
995130-99999,56.4,2.2
695414-99999,35.267,-116.367
698414-99999,40.5,-103.833
722067-99999,30.219,-81.877
722134-99999,32.2,-82.367
722156-99999,34.117,-84.85000000000001
722224-99999,30.069,-83.581
722347-99999,31.267,-89.25
722354-99999,32.333,-90.217
722427-99999,29.517,-95.25
722508-99999,26.167,-97.35000000000001
722593-99999,32.567,-97.3
722616-99999,30.046,-102.21300000000001
722648-99999,31.917,-102.383
722728-99999,31.417,-110.85000000000001
723020-99999,34.267,-77.9
723037-99999,34.733000000000004,-76.667
723055-99999,35.767,-80.95
723117-99999,34.983000000000004,-81.05
723118-99999,34.667,-82.883
723124-99999,34.249,-82.167
723147-99999,35.2,-81.15
723148-99999,35.817,-81.617
723165-99999,36.217,-81.10000000000001
723174-99999,36.050000000000004,-79.467
723177-99999,36.467,-80.55
723194-99999,35.019,-80.62
723284-99999,35.35,-89.867
723409-99999,35.933,-89.833
723429-99999,35.267,-93.10000000000001
723484-99999,36.883,-91.9
723625-99999,35.167,-107.9
723647-99999,35.15,-106.8
723900-93226,35.666000000000004,-121.285
724006-99999,36.667,-76.31700000000001
724165-99999,38.983000000000004,-79.15
724330-99999,38.65,-88.967
724347-99999,38.933,-90.433
724356-99999,39.583,-85.8
724464-99999,39.817,-93.583
724646-99999,37.283,-102.617
724750-99999,38.417,-113.017
724828-99999,38.383,-121.967
724833-99999,38.555,-121.297
724988-99999,42.571,-77.71300000000001
725014-99999,41.083,-71.917
725016-99999,40.817,-72.867
725109-99999,40.233000000000004,-75.55
725119-99999,41.049,-78.413
725157-99999,42.11,-77.99
725229-99999,40.025,-82.462
725256-99999,41.783,-80.7
725339-99999,42.117,-87.9
725345-99999,41.518,-88.176
725348-99999,41.6,-88.10000000000001
725424-99999,43.617000000000004,-84.733
725434-99999,41.133,-75.383
725763-99999,42.067,-104.15
726056-99999,43.284,-70.929
726166-99999,42.891,-73.246
726284-99999,46.35,-87.383
726364-99999,43.967,-86.4
726413-99999,43.422000000000004,-88.128
726414-99999,42.615,-89.59
726419-99999,46.550000000000004,-90.917
726437-99999,43.967,-90.733
726438-99999,43.167,-90.683
726444-99999,43.017,-91.117
726449-99999,45.2,-89.717
726519-99999,45.667,-97
726539-99999,45.033,-102.017
726596-99999,44.017,-92.833
726627-94037,45.604,-103.547
726679-99999,45.7,-92.95
726824-04112,44.171,-114.927
726836-99999,45.773,-122.867
726875-99999,42.583,-117.883
727449-99999,46.417,-92.8
727469-99999,47.833,-90.383
727486-99999,48.15,-94.517
727497-99999,46.983000000000004,-94.2
727517-99999,44.75,-94.083
727833-04114,44.523,-114.215
727854-99999,47.967,-117.417
744104-99999,42.433,-73.3
746720-99999,36.568,-87.48100000000001
746925-99999,35.567,-77.05
746929-99999,35,-77.982
746935-99999,35.65,-79.9
746936-99999,35.383,-78.733
746939-99999,35.933,-79.06700000000001
747040-99999,34.05,-117.56700000000001
747186-99999,32.633,-116.467
747760-99999,30.938000000000002,-85.182
747930-99999,27.650000000000002,-80.417
992050-99999,37.980000000000004,-130
992370-99999,46.144,-124.51
992670-99999,56.983000000000004,-9.883000000000001
992730-99999,32.5,-79.10000000000001
992850-99999,60.58,-146.83
992910-99999,55.300000000000004,1.1
992960-99999,34.88,-120.87
995160-99999,60.22,-146.83
995910-99999,28.51,-84.51
996180-99999,27.91,-95.36
996470-99999,34.27,-120.45
996740-99999,32.43,-119.53
996790-99999,56.4,2
996820-99999,52.9,4
996940-99999,54.2,2.4
996950-99999,53.2,3.6
996970-99999,29.25,-94.41
999999-53877,35.495,-82.614
999999-53878,35.419000000000004,-82.557
999999-53921,34.547000000000004,-93.578
999999-54794,43.172000000000004,-70.928
999999-54795,43.109,-70.94800000000001
999999-54796,41.491,-71.541
999999-54797,41.478,-71.542
999999-93915,31.335,-92.559
999999-94059,48.489000000000004,-105.21000000000001
999999-94060,48.308,-105.102
702725-26491,61.179,-149.965
722011-99999,28.29,-81.437
722012-99999,28.967000000000002,-81.967
722021-99999,28.017,-82.35000000000001
722022-99999,26.378,-80.108
722300-53864,33.178,-86.782
722312-99999,30.517,-90.417
722319-99999,31.733,-93.10000000000001
722537-99999,29.977,-99.086
722552-99999,33.651,-97.197
722553-99999,30.219,-96.374
722554-99999,29.908,-96.95
722626-99999,30.371000000000002,-104.017
722666-99999,31.8,-98.95
723156-99999,35.65,-80.517
723436-99999,36.282000000000004,-94.307
724387-99999,40.533,-86.06700000000001
726561-99999,46.45,-95.217
727434-99999,45.300000000000004,-85.267
727755-99999,47.5,-111.183
742513-99999,33.942,-96.395
743312-99999,34.047000000000004,-94.399
744652-99999,37.817,-88.55
744653-99999,38.15,-89.7
744656-99999,38.383,-88.417
744657-99999,38.515,-89.09100000000001
744658-99999,38.667,-88.45
744659-99999,38.717,-88.183
744661-99999,39.07,-88.534
744662-99999,39.533,-89.333
744663-99999,39.633,-90.783
744666-99999,39.767,-90.233
744672-99999,40.167,-89.333
746940-99999,35.467,-77.967
747805-99999,32.482,-81.733
747806-99999,32.95,-84.267
747807-99999,33.017,-85.06700000000001
747808-99999,33.978,-83.962
747809-99999,33.983000000000004,-83.667
747812-99999,34.013,-84.599
992310-99999,35.1,-121.01
992950-99999,34.27,-120.66
994510-99999,29.667,-94.05
994610-99999,36.18,-75.75
994620-99999,24.84,-80.86
994630-99999,24.64,-82.86
994640-99999,29.14,-83.03
994650-99999,29.82,-83.59
994660-99999,61.06,-146.70000000000002
994670-99999,61.08,-146.66
994680-99999,60.84,-146.88
994690-99999,60.550000000000004,-152.14000000000001
994700-99999,59.38,-153.35
995000-99999,29.18,-88.21000000000001
995200-99999,57.1,1
995470-99999,28.8,-86.06
995890-99999,53.5,-5.4
996330-99999,40.7,-72
996340-99999,41.26,-69.29
996350-99999,30,-80.60000000000001
996400-99999,34.24,-119.85000000000001
996610-99999,52.7,-154.98
996640-99999,51.4,-7.92
996750-99999,53.120000000000005,-11.200000000000001
996760-99999,44.62,-124.53
996830-99999,53.47,5.42
997010-99999,31.400000000000002,-80.87
999999-03728,33.153,-79.364
999999-04990,43.735,-96.622
999999-26494,64.974,-147.51
999999-27516,71.321,-156.611
999999-53131,32.24,-111.17
999999-53132,31.591,-110.509
999999-53926,36.118,-97.09100000000001
999999-53927,36.135,-97.108
999999-54808,40.053000000000004,-88.373
999999-63826,33.355000000000004,-81.328
999999-63828,31.313000000000002,-84.471
999999-63829,31.192,-84.447
999999-63831,32.338,-89.07000000000001
999999-94644,44.928000000000004,-68.70100000000001
999999-94645,46.96,-67.883
999999-94995,40.848,-96.565
999999-94996,40.695,-96.854
722600-99999,32.217,-98.183
722637-99999,35.9,-100.4
722783-99999,33.467,-111.733
725643-99999,41.583,-106.2
725644-99999,41.050000000000004,-105.46000000000001
725646-99999,41.15,-105.4
725647-99999,41.68,-105.45
725648-99999,42.433,-105.033
725649-99999,41.95,-104.95
725665-99999,41.18,-103.67
727813-99999,46.667,-120.45400000000001
745430-99999,37.7,-98.75
999999-03047,31.622,-102.807
999999-03048,34.356,-106.886
999999-03733,39.013,-79.474
999999-04125,44.556,-119.646
999999-04126,43.462,-113.556
999999-04127,43.204,-116.751
999999-04128,43.471000000000004,-119.69200000000001
999999-04130,48.741,-113.433
999999-04222,40.651,-122.607
999999-04223,48.541000000000004,-121.446
999999-04994,48.306000000000004,-95.874
999999-53960,30.092000000000002,-91.873
999999-53961,32.883,-92.117
999999-53968,31.78,-95.723
999999-53974,39.103,-96.61
999999-54811,41.843,-88.851
999999-63838,38.095,-84.747
999999-94074,40.807,-104.755
999999-94075,40.035000000000004,-105.541
999999-94077,42.425000000000004,-103.736
690290-99999,27.833000000000002,-97.06700000000001
700001-99999,60.783,-148.833
700631-99999,60.872,-146.691
700632-99999,65.983,-161.15
702758-99999,70.333,-150.933
703627-99999,59.783,-154.133
703655-99999,65.7,-156.633
720021-99999,29.35,-89.43
720046-99999,34.37,-118.57000000000001
720048-99999,28.080000000000002,-92.7
720110-99999,30.784,-98.662
720113-99999,42.543,-83.178
720120-99999,32.217,-80.7
720137-99999,41.433,-88.417
720141-99999,41.019,-89.386
720150-99999,31.92,-98.60000000000001
720151-99999,30.384,-103.684
720159-99999,28.467000000000002,-93.733
720160-99999,37.6,-81.559
720170-99999,37.186,-88.751
720172-99999,34.545,-94.203
720198-99999,46.417,-86.65
720257-99999,31.400000000000002,-84.9
720258-99999,46.617000000000004,-93.31700000000001
720259-99999,35.223,-83.419
720261-99999,33.183,-97.833
720262-99999,40.054,-106.369
720263-99999,34.095,-82.816
720264-99999,37.067,-81.8
720265-99999,32.917,-85.967
720266-99999,41.267,-85.833
720267-99999,38.955,-121.08200000000001
720268-99999,30.967000000000002,-84.633
720269-99999,27.2,-98.117
720271-99999,32.217,-101.517
720272-99999,48.467,-122.417
720273-99999,28.967000000000002,-95.867
720274-99999,34.267,-78.717
720275-99999,41.733000000000004,-83.65
720276-99999,26.442,-98.122
720277-99999,35.256,-81.601
720278-99999,36.687,-77.483
720279-99999,34.6,-78.583
720281-99999,34.226,-99.284
720282-99999,36.018,-75.671
720283-99999,43.677,-92.18
720284-99999,42.567,-84.81700000000001
720285-99999,37.517,-76.767
720286-99999,32.45,-97.81700000000001
720287-99999,33.714,-96.674
720288-99999,36.367,-78.533
720289-99999,33.533,-82.517
720291-99999,32.75,-96.533
720293-99999,42.45,-91.95
720294-99999,33.783,-82.81700000000001
720295-99999,32.083,-97.10000000000001
720296-99999,30.886,-94.035
720297-99999,37.233000000000004,-76.717
720298-99999,31.867,-95.217
720299-99999,32.45,-96.917
720301-99999,32.645,-81.596
720302-99999,33.593,-96.06400000000001
720303-99999,30.867,-96.617
720304-99999,40.133,-75.267
720305-99999,33.25,-97.583
720306-99999,38.956,-94.373
720307-99999,34.861000000000004,-86.557
720308-99999,41.196,-96.11200000000001
720309-99999,40.95,-91.517
720311-99999,33.1,-94.967
720312-99999,41.4,-92.95
720313-99999,35.617,-100.983
720314-99999,31.783,-95.7
720315-99999,36.417,-100.75
720316-99999,27.783,-97.683
720317-99999,38.4,-77.45
720318-99999,33.11,-98.555
720319-99999,39.017,-87.65
720320-99999,32.35,-97.433
720321-99999,45.65,-84.517
720322-99999,48.300000000000004,-116.56700000000001
720323-99999,30.243000000000002,-98.909
720324-99999,40.433,-75.383
720326-99999,42.217,-92.033
720327-99999,44.883,-91.867
720328-99999,39,-80.267
720330-99999,38.6,-87.733
720340-99999,44.625,-86.20100000000001
720342-99999,35.867,-98.421
720343-99999,44.333,-89.017
720345-99999,42.800000000000004,-109.8
722031-99999,34.267,-86.85000000000001
722032-99999,44.067,-93.55
722033-99999,44.75,-95.55
722041-99999,29.45,-90.267
722042-99999,32.741,-95.496
722043-99999,34.89,-79.76
722044-99999,34.800000000000004,-96.667
722051-99999,34.398,-96.148
722052-99999,36.767,-98.667
722054-99999,35.135,-90.23400000000001
722061-99999,39.467,-106.15
722062-99999,31.478,-82.86
722068-53860,30.336000000000002,-81.515
722071-99999,35.1,-97.967
722072-99999,36.617,-87.417
722073-99999,34.983000000000004,-78.367
722074-99999,38.083,-88.117
722075-99999,41.93,-88.71000000000001
722076-99999,40.199,-87.596
722078-99999,34.471000000000004,-97.96000000000001
722081-99999,39.417,-77.367
722082-99999,42.246,-89.58200000000001
722089-99999,40.933,-90.433
722091-99999,36.300000000000004,-95.483
722092-99999,36.6,-94.733
722093-99999,44.68,-84.729
722094-99999,32.7,-97.05
722095-99999,36.685,-101.5
722096-99999,35.967,-115.134
722097-99999,41.583,-95.333
722098-99999,40.967,-72.25
722099-99999,35.717,-96.81700000000001
722101-99999,37.45,-106.8
722102-99999,32.35,-97.43
722107-99999,32.674,-102.653
722109-99999,34.300000000000004,-84.417
722111-99999,34.474000000000004,-85.721
722112-99999,32.698,-94.949
722113-99999,30.167,-96.983
722114-99999,45.167,-93.833
722121-99999,36.4,-76.02
722122-99999,32.7,-100.95
722124-99999,40.15,-97.583
722125-99999,43.433,-83.867
722126-99999,41.533,-87.533
722127-99999,41.067,-87.833
722128-99999,35.483000000000004,-81.167
722129-99999,46.839,-96.664
722131-99999,35.541000000000004,-78.39
722132-99999,35.383,-80.7
722133-99999,35.438,-94.803
722138-99999,30.367,-89.45
722141-99999,36.023,-78.33
722142-99999,44.517,-114.218
722143-99999,32.583,-96.717
722144-99999,45.24,-93.99
722145-99999,45.426,-84.913
722147-99999,31.085,-83.803
722148-99999,35.417,-80.15
722149-99999,41.35,-89.15
722151-99999,41.35,-71.803
722153-99999,27.767,-91.517
722155-99999,39.217,-104.633
722157-99999,40.517,-90.65
722158-99999,38.99,-76.48
722159-99999,26.179000000000002,-97.974
722162-99999,61.25,-153.817
722163-99999,66.81700000000001,-150.65
722164-99999,35.667,-95.95
722165-99999,34.983000000000004,-89.783
722167-99999,38.25,-78.05
722168-99999,44.783,-95.033
722169-99999,31.383,-103.5
722171-99999,40.917,-88.617
722172-99999,39.7,-87.667
722173-99999,34.717,-97.217
722174-99999,34.167,-101.717
722177-99999,35.2,-83.867
722178-99999,35.017,-94.617
722179-99999,45.15,-92.533
722182-99999,41.9,-89.083
722183-99999,45.817,-92.367
722186-99999,45.7,-85.56700000000001
722187-99999,35.35,-96.95
722188-99999,35.211,-91.738
722189-99999,27.183,-80.217
722191-99999,33.933,-78.06700000000001
722192-99999,32.467,-100.467
722193-99999,36.283,-78.983
722194-99999,40.300000000000004,-88.15
722198-99999,36.2,-81.65
722199-99999,35.933,-95
722201-99999,35.584,-79.101
722202-99999,29.217000000000002,-99.75
722203-99999,38.483000000000004,-106.31700000000001
722204-99999,42.050000000000004,-90.10000000000001
722208-99999,48.717,-122.917
722209-99999,28.650000000000002,-96.683
722211-99999,41.967,-100.56700000000001
722214-99999,35.858000000000004,-102.013
722220-99999,30.483,-87.183
722322-99999,37.032000000000004,-85.95400000000001
722323-99999,31.421,-97.797
722324-99999,32.037,-102.101
722332-99999,45.469,-89.806
722333-99999,38.1,-106.167
722334-99999,30.833000000000002,-93.333
722338-99999,27.35,-98.733
722339-99999,29.783,-93.183
722341-99999,29.3,-81.117
722342-99999,44.25,-95.60000000000001
722343-99999,42.351,-86.256
722346-99999,42.983000000000004,-84.133
722351-99999,29.254,-96.154
722361-99999,29.056,-80.94800000000001
722678-23052,36.742,-104.508
722682-99999,29.12,-91.87
722801-99999,32.65,-114.60000000000001
722823-99999,39.65,-77.467
722825-99999,37.617,-116.267
722826-99999,39.733000000000004,-77.433
722920-23191,33.404,-118.415
722931-99999,32.867,-117.15
722972-99999,39.167,-89.667
723231-99999,34.683,-86.683
723441-99999,41.733000000000004,-98.05
723626-99999,36.4,-76.017
723750-99999,35.133,-111.667
723825-99999,34.6,-117.383
724833-23206,38.567,-121.3
724975-99999,37.067,-89.217
724988-94704,42.57,-77.714
725345-14834,41.5,-88.167
725512-99999,40.897,-97.623
725541-99999,40.6,-95.867
726875-94107,42.59,-117.86500000000001
727417-99999,45.4,-83.81700000000001
740001-99999,41.2,-74.623
740002-99999,37.5,-105.167
742071-99999,47.083,-122.583
743312-53925,34.048,-94.402
746141-99999,36.583,-115.667
747335-99999,30.583000000000002,-100.65
747355-99999,31.917,-98.60000000000001
747688-53858,30.463,-88.532
990179-99999,27.5,-90.46000000000001
994081-99999,58.92,-151.95000000000002
994082-99999,28.43,-82.66
994083-99999,25.080000000000002,-81.09
994084-99999,59.74,-149.47
994085-99999,28.28,-82.73
994086-99999,30.060000000000002,-84.29
994460-99999,41,-73.10000000000001
994550-99999,44.33,-75.93
994720-99999,59.332,-151.995
994730-99999,29.29,-94.79
994740-99999,28.77,-82.71000000000001
994750-99999,41.31,-72.08
994760-99999,30.310000000000002,-90.28
994770-99999,42.47,-82.76
994780-99999,29.25,-90.66
994820-99999,29.41,-84.86
994830-99999,31.38,-80.57000000000001
994840-99999,29.19,-90.67
994860-99999,31.633,-79.917
994880-99999,27.54,-82.74
994890-99999,41.183,-73.183
994900-99999,41.07,-73.13
994910-99999,41.15,-73.17
994920-99999,41.1,-73.15
994930-99999,41.050000000000004,-73.12
994940-99999,40.97,-73.08
994950-99999,41.12,-73.16
994960-99999,40.95,-73.07000000000001
994970-99999,41.02,-73.11
994980-99999,47.34,-124.75
995740-99999,57,2
997209-99999,39.38,-74.42
997210-99999,39.09,-74.72
997211-99999,28.150000000000002,-82.75
997212-99999,39.61,-74.2
997214-99999,26.13,-96.31
997216-99999,42.31,-65.93
997235-99999,29.05,-90.53
997236-99999,29.44,-92.06
997238-99999,29.52,-91.55
997253-99999,31.53,-80.24
997254-99999,42.88,-78.89
997255-99999,41.730000000000004,-87.54
997256-99999,46.230000000000004,-123.96000000000001
997257-99999,45.99,-83.9
997259-99999,47.75,-90.34
997260-99999,43.85,-82.64
997261-99999,43.95,-86.44
997262-99999,46.550000000000004,-87.38
997263-99999,46.21,-123.62
997264-99999,43.46,-76.51
997265-99999,46.49,-84.63
997267-99999,30.8,-80.32000000000001
997268-99999,46.5,-84.37
999999-03054,33.956,-102.774
999999-03055,36.599000000000004,-101.595
999999-03060,38.544000000000004,-107.693
999999-03062,35.858000000000004,-106.521
999999-03063,37.864000000000004,-103.822
999999-03739,37.291000000000004,-75.927
999999-04131,43.662,-110.712
999999-12987,26.526,-98.063
999999-53136,36.624,-116.023
999999-53138,39.012,-114.209
999999-53139,36.602000000000004,-117.145
999999-54810,46.335,-86.92
999999-54902,41.556,-93.286
999999-54903,44.06,-90.174
999999-63849,37.25,-86.233
999999-63850,33.784,-83.39
999999-63855,36.014,-85.135
999999-63856,30.808,-81.46000000000001
999999-64756,41.786,-73.742
999999-64758,42.44,-76.246
999999-93243,37.238,-120.883
999999-94078,42.675000000000004,-108.669
999999-94079,42.068,-101.44500000000001
999999-94080,46.895,-103.377
999999-94081,45.516,-103.302
999999-94082,40.245,-108.968
700300-27503,70.637,-160.013
701046-26418,65.56700000000001,-144.76500000000001
701730-26535,66,-153.70000000000002
701747-26554,61.267,-153.8
701970-99999,65.483,-144.667
701995-26628,64.55,-163.007
702325-26443,61.572,-149.541
702711-26439,61.812000000000005,-147.507
703051-99999,62.183,-159.78300000000002
703052-99999,61.533,-160.333
703053-99999,61.767,-161.317
703054-00108,61.85,-165.567
703055-00109,58.983000000000004,-159.05
703056-99999,62.1,-163.683
703057-99999,60.533,-165.083
703058-00110,56.017,-161.167
703059-99999,55.17,-162.27
703061-99999,59.300000000000004,-155.9
703165-25617,55.319,-160.52100000000002
703406-26546,60.204,-154.316
703430-25402,59.433,-146.333
